CpGName,Sample1,Sample2,Sample3
cg15896447,0.883205921,0.874563862,0.879809815
cg15897310,0.029363784,0.036851163,0.03252945
cg15898840,0.045657067,0.036474062,0.035616511
cg15900519,0.058874462,0.06792646,0.057774885
cg15900980,0.058483896,0.060981132,0.066612723
cg15901783,0.620187717,0.605065034,0.614971125
cg15903282,0.591725134,0.546092392,0.507909424
cg15903395,0.726563055,0.735564612,0.734303336
cg15903421,0.036679981,0.041934445,0.035069098
cg15903837,0.710897259,0.751520309,0.689286726
cg15905124,0.806814645,0.848553268,0.808348155
cg15905634,0.860295801,0.854863296,0.819488533
cg15905979,0.701536749,0.720553074,0.722427748
cg15910079,0.386931234,0.332443424,0.328222364
cg15910208,0.033946121,0.033082598,0.026413179
cg15910230,0.844584231,0.832354738,0.808600846
cg15911500,0.016626132,0.016681271,0.016627444
cg15912427,0.031330169,0.039967056,0.033805989
cg15913671,0.748034655,0.781478986,0.731829659
cg15914863,0.857520454,0.878659256,0.82369762
cg15915418,0.084408563,0.169074917,0.260828752
cg15916061,0.82001957,0.874552973,0.831018946
cg15916628,0.708552901,0.753263536,0.715168655
cg15918284,0.086052553,0.109499862,0.078678267
cg15919045,0.017742802,0.019994487,0.016785573
cg15920202,0.027974605,0.036280877,0.027442691
cg15923513,0.049689248,0.054808277,0.037038918
cg15925792,0.09860682,0.082065954,0.061832733
cg15926557,0.856590863,0.860812832,0.859178381
cg15926585,0.893084753,0.870399765,0.853295302
cg15927263,0.029034225,0.034560963,0.029110417
cg15928132,0.841223054,0.826560186,0.829550143
cg15928398,0.044822046,0.043757913,0.037111189
cg15928446,0.037724333,0.040084731,0.034163363
cg15929201,0.032115457,0.032965239,0.026100858
cg15931943,0.014321442,0.016347534,0.012784027
cg15932716,0.026791603,0.022939727,0.030243306
cg15933546,0.914696689,0.89970827,0.897752596
cg15936718,0.193748556,0.181268097,0.191501474
cg15937081,0.052514289,0.074362646,0.050196856
cg15937958,0.6918808,0.65213438,0.634954064
cg15940569,0.187935736,0.205159597,0.194987489
cg15942481,0.064027317,0.075400699,0.070226328
cg15942562,0.8764507,0.91589803,0.883897684
cg15944762,0.017537364,0.023418651,0.016974777
cg15944856,0.749391214,0.793801804,0.78006618
cg15945417,0.017332884,0.02031577,0.01323527
cg15945602,0.740926334,0.722426341,0.753105239
cg15945754,0.92411885,0.909597303,0.886780649
cg15945769,0.053410537,0.059919986,0.043224235
cg15946545,0.048740532,0.057632182,0.046890952
cg15946807,0.897042119,0.917211237,0.897754266
cg15947959,0.092059035,0.089974077,0.087264815
cg15948326,0.031207249,0.033510204,0.030988224
cg15949277,0.056963913,0.049393283,0.059653526
cg15951107,0.076111426,0.067267432,0.080772602
cg15952487,0.637033199,0.606448207,0.601018012
cg15952725,0.727287764,0.76690135,0.677827745
cg15954792,0.726394249,0.776720552,0.728978217
cg15955341,0.019746768,0.028451977,0.017641082
cg15957394,0.089542207,0.098046565,0.094389976
cg15958424,0.358754972,0.29477868,0.286799844
cg15959756,0.040529052,0.035872597,0.054230199
cg15963417,0.037261161,0.037794928,0.038754631
cg15963971,0.057099072,0.058885699,0.072680755
cg15965055,0.041558684,0.039214277,0.033172674
cg15965510,0.030303874,0.036503177,0.030994946
cg15965913,0.044400259,0.047536593,0.049653839
cg15966253,0.032410777,0.030448192,0.026918312
cg15966757,0.882136942,0.88884584,0.879649373
cg15967525,0.811194772,0.847125246,0.823244965
cg15970621,0.024115915,0.023371039,0.017391204
cg15971505,0.053723183,0.075785778,0.055376874
cg15971836,0.027763781,0.03419004,0.030515891
cg15972294,0.051370246,0.055698289,0.046830508
cg15972617,0.080344044,0.115024449,0.081543184
cg15973234,0.12816687,0.129896579,0.100656842
cg15974053,0.037155528,0.048390622,0.029364704
cg15974062,0.036959481,0.05192833,0.035195727
cg15975283,0.869864649,0.872969839,0.839407906
cg15976539,0.763470133,0.767809561,0.743878968
cg15977272,0.047099851,0.207874208,0.346073064
cg15977278,0.025061322,0.02574756,0.021183744
cg15977816,0.106113113,0.124970579,0.098372871
cg15979098,0.04294177,0.058325884,0.038119945
cg15979932,0.667513594,0.71172407,0.656203415
cg15980408,0.013730478,0.016727401,0.012751029
cg15981265,0.021107981,0.028391339,0.025787633
cg15981554,0.626424261,0.597135036,0.615131991
cg15981753,0.406101054,0.404401143,0.409140155
cg15982308,0.030818797,0.040791926,0.026973249
cg15982419,0.209999108,0.223577503,0.22396036
cg15983005,0.822804559,0.820005665,0.827646052
cg15983520,0.730197555,0.718959656,0.682842644
cg15983538,0.825734253,0.839176159,0.807433474
cg15984612,0.036197833,0.039058085,0.034804317
cg15984661,0.07035547,0.071760393,0.068755435
cg15984822,0.077142497,0.101489783,0.080011963
cg15988232,0.285772255,0.321092571,0.271669824
cg15988792,0.053105952,0.078670254,0.047171559
cg15989091,0.634323415,0.642989231,0.619873835
cg15990015,0.051021688,0.055007702,0.041006261
cg15991288,0.016957252,0.01788351,0.015322095
cg15992730,0.185461675,0.212752448,0.15080362
cg15993402,0.027886159,0.023917243,0.019210338
cg15993674,0.028967386,0.022223959,0.019474926
cg15994159,0.037828043,0.039823966,0.033376367
cg15994781,0.037367061,0.060936045,0.04861768
cg15995002,0.063792375,0.074355665,0.046594721
cg15996947,0.857392855,0.851367446,0.853130763
cg15997411,0.892922069,0.87539652,0.867163047
cg15998761,0.677976887,0.700309882,0.673492223
cg16000832,0.019933463,0.018307572,0.012305549
cg16000888,0.025113225,0.033382889,0.025515039
cg16001460,0.114818401,0.13056347,0.106167548
cg16001913,0.821025351,0.835910723,0.799830809
cg16003238,0.299662617,0.315762817,0.312354828
cg16003500,0.048426361,0.061810636,0.046742392
cg16003913,0.223745836,0.216324819,0.22161935
cg16004226,0.051740076,0.054759286,0.056722201
cg16004800,0.040487875,0.056662844,0.041555391
cg16005224,0.440914561,0.438934563,0.437703485
cg16005443,0.116432158,0.164547941,0.151013109
cg16007185,0.022033491,0.021321486,0.020470023
cg16007628,0.075617076,0.078129344,0.073317714
cg16007680,0.020506878,0.022209306,0.01356693
cg16008138,0.532350413,0.552939548,0.501149393
cg16009558,0.064602951,0.068336951,0.055743609
cg16011258,0.031918944,0.031682944,0.024203616
cg16013246,0.030817242,0.031628907,0.023991891
cg16014085,0.309570303,0.376453933,0.289874617
cg16016036,0.833869633,0.827321904,0.832647544
cg16016641,0.075148529,0.073198462,0.067903247
cg16016951,0.017378578,0.026144265,0.020366272
cg16017358,0.031547186,0.044510165,0.033229461
cg16017492,0.85972509,0.878837282,0.874879787
cg16019273,0.862057913,0.820491142,0.82491575
cg16019620,0.819611269,0.811337064,0.799055451
cg16020904,0.809049598,0.799703657,0.79412519
cg16022279,0.786781761,0.753512577,0.744777111
cg16022344,0.042194881,0.033477067,0.030272869
cg16025584,0.077480787,0.074357065,0.061079927
cg16026550,0.027568223,0.02807822,0.023749825
cg16028753,0.086977915,0.092112898,0.062582067
cg16028934,0.033984691,0.040234331,0.030344848
cg16029636,0.033567627,0.040022272,0.029644172
cg16029760,0.028473894,0.029794029,0.024595266
cg16029957,0.100041484,0.061186156,0.090391311
cg16034046,0.015434422,0.017917792,0.014397769
cg16034652,0.54331759,0.482202059,0.473692908
cg16035277,0.132501555,0.132879081,0.1087234
cg16035531,0.836977742,0.79760256,0.822274882
cg16036738,0.667110005,0.596974816,0.640818973
cg16037142,0.040736116,0.048295771,0.043855234
cg16040953,0.032528547,0.031779521,0.028063422
cg16041611,0.038805257,0.054395,0.037771526
cg16041660,0.02199627,0.021950983,0.016918703
cg16042149,0.095947555,0.087504535,0.070794824
cg16045696,0.459226003,0.491783818,0.495105291
cg16046376,0.65711212,0.672303849,0.660724802
cg16046465,0.043451012,0.045444224,0.045363365
cg16046951,0.142630971,0.177785768,0.165620686
cg16047482,0.023583546,0.029744346,0.022597549
cg16049587,0.118095313,0.122744375,0.095837162
cg16050349,0.726969854,0.703958109,0.698535613
cg16050784,0.018431953,0.022457132,0.021806378
cg16050957,0.020082806,0.015351428,0.009175665
cg16051027,0.027597423,0.030013228,0.026560893
cg16051685,0.830828928,0.867185643,0.874455911
cg16052901,0.519688921,0.549530574,0.466706852
cg16054422,0.045473899,0.050036559,0.047039879
cg16060664,0.014337208,0.013858856,0.012176294
cg16062480,0.023600992,0.029164671,0.024076378
cg16063112,0.082571894,0.126613838,0.085119494
cg16063666,0.068053848,0.069058622,0.064213269
cg16065186,0.033607611,0.030053973,0.024952082
cg16068780,0.871762932,0.838026988,0.864296151
cg16068833,0.272049103,0.269800103,0.263980278
cg16069236,0.048553123,0.081865028,0.061319067
cg16069910,0.837006798,0.849674207,0.823181273
cg16070444,0.058909657,0.066909643,0.057440745
cg16072030,0.02568353,0.023221912,0.023652871
cg16072462,0.463778104,0.355569439,0.343659073
cg16075384,0.040130841,0.05423484,0.044710861
cg16075940,0.521859302,0.528953172,0.492646986
cg16076328,0.506134022,0.449176331,0.526659766
cg16077929,0.873501557,0.852584102,0.814218744
cg16078836,0.070207239,0.090398959,0.081521229
cg16080552,0.253208161,0.170862697,0.248822988
cg16082125,0.040075272,0.098189621,0.153931416
cg16084788,0.886706471,0.891178444,0.896844507
cg16085042,0.04030281,0.045055404,0.033836485
cg16087263,0.831848667,0.849692376,0.844329649
cg16090392,0.047997141,0.04515139,0.064202112
cg16091845,0.020217767,0.023789316,0.017601314
cg16092786,0.046253631,0.050486003,0.043888185
cg16092956,0.059996647,0.058630575,0.046833627
cg16094520,0.050835065,0.060191755,0.046008956
cg16094954,0.034961687,0.04394957,0.044884023
cg16097079,0.05547957,0.066770169,0.041787323
cg16097772,0.385789253,0.351164963,0.337401402
cg16098170,0.816609675,0.812841345,0.805918638
cg16098726,0.57219509,0.580169532,0.593590738
cg16098981,0.033378806,0.038310663,0.030298388
cg16101572,0.026804748,0.026566375,0.028308193
cg16101800,0.863963942,0.832992488,0.809231696
cg16104446,0.09434066,0.080497326,0.082549698
cg16106497,0.84369051,0.803486307,0.746931131
cg16107172,0.912930314,0.909556225,0.901736639
cg16107553,0.0330903,0.040699935,0.036613623
cg16108132,0.058661535,0.062257753,0.085385044
cg16109297,0.139974941,0.145564897,0.121804752
cg16111791,0.07714852,0.065272605,0.058025207
cg16112050,0.839805071,0.875966684,0.83570006
cg16112129,0.072290297,0.071789097,0.077802198
cg16112157,0.826990723,0.83719335,0.830871351
cg16112945,0.793902096,0.814124814,0.783428313
cg16114640,0.088620058,0.094886723,0.081742366
cg16116363,0.024791176,0.023700959,0.025510251
cg16118817,0.443284702,0.450590304,0.396643969
cg16119128,0.030473669,0.030261901,0.03258839
cg16119274,0.05203478,0.052366373,0.051080832
cg16120811,0.027702653,0.032141822,0.024693283
cg16121444,0.05328903,0.063565841,0.058444126
cg16122592,0.792398549,0.782908293,0.71381501
cg16124337,0.037813768,0.03749308,0.030542207
cg16124821,0.037567419,0.048170645,0.045247957
cg16125615,0.784567116,0.791693342,0.747926545
cg16127845,0.179456792,0.195895183,0.183694068
cg16128363,0.86156458,0.897434315,0.873220769
cg16129797,0.030079015,0.033980144,0.026595794
cg16129988,0.059890773,0.065662186,0.075922371
cg16131766,0.677704272,0.676770476,0.676338422
cg16133244,0.877123693,0.873814575,0.857548182
cg16137862,0.14168073,0.170185476,0.145095388
cg16139316,0.374469134,0.297892532,0.271849339
cg16140179,0.748589363,0.755424625,0.714260178
cg16141690,0.073602676,0.069490584,0.074671455
cg16142218,0.222858301,0.27477653,0.232485401
cg16142977,0.025177186,0.02570467,0.021554208
cg16144006,0.953317294,0.917728042,0.906645025
cg16148270,0.516208029,0.634166358,0.676304351
cg16148403,0.030501391,0.03034043,0.028210228
cg16148454,0.86071256,0.856422901,0.839149714
cg16150435,0.707645785,0.734414057,0.697969173
cg16152813,0.128939388,0.136257603,0.108100415
cg16153267,0.34298013,0.357224273,0.321398534
cg16154416,0.121572611,0.107008783,0.085955009
cg16155382,0.056236502,0.059270507,0.06320836
cg16155588,0.65456648,0.667116811,0.63655734
cg16155702,0.873713543,0.862900581,0.867547743
cg16158220,0.868175309,0.849425033,0.860309924
cg16158681,0.080926777,0.100881124,0.073352743
cg16158807,0.111178764,0.115537527,0.091281934
cg16158874,0.563465705,0.544585211,0.51493462
cg16159313,0.946789499,0.938814382,0.947631589
cg16160720,0.033820159,0.035219515,0.032624298
cg16161425,0.033097932,0.036160491,0.027345276
cg16166399,0.056721882,0.057481435,0.058021881
cg16168311,0.252002867,0.273509219,0.253357327
cg16169604,0.077928459,0.052472163,0.063401481
cg16173067,0.882185822,0.892132891,0.872615689
cg16173109,0.830655419,0.824203394,0.83238676
cg16174071,0.771278464,0.787064306,0.763163699
cg16174234,0.05585423,0.056097472,0.040396892
cg16175263,0.050144902,0.048915372,0.047257078
cg16175725,0.887977897,0.895047084,0.856457492
cg16175792,0.62843874,0.641833623,0.658550038
cg16176301,0.018727714,0.021824582,0.016915585
cg16176379,0.039218474,0.042175251,0.033385451
cg16176600,0.76810255,0.802034473,0.750233033
cg16177163,0.563983964,0.52874175,0.542747804
cg16177830,0.609059195,0.681754642,0.668564735
cg16178491,0.03351156,0.045199484,0.035570745
cg16179125,0.045465043,0.039255987,0.037008339
cg16181202,0.060602037,0.070812417,0.060429132
cg16182127,0.022026304,0.022912329,0.025869354
cg16184930,0.045456861,0.048860959,0.040193444
cg16184943,0.297772363,0.322879527,0.352440954
cg16185365,0.027730117,0.031983872,0.023782361
cg16188038,0.019446071,0.0584548,0.023883757
cg16188243,0.121967415,0.114369354,0.102286288
cg16189954,0.026026712,0.0306034,0.028828878
cg16191009,0.698527054,0.682890558,0.671184834
cg16191875,0.534853014,0.548003437,0.550517978
cg16192029,0.948518355,0.947677969,0.943251588
cg16192575,0.40010051,0.439891594,0.407228133
cg16192916,0.03440313,0.033076158,0.025854319
cg16193203,0.876424912,0.866943755,0.859355525
cg16194715,0.818510683,0.832321229,0.799068061
cg16195804,0.043792372,0.054279356,0.041795491
cg16196602,0.096530771,0.096485539,0.085684496
cg16196812,0.223795812,0.180695372,0.206293877
cg16199381,0.050388972,0.061051157,0.050906756
cg16200844,0.033704795,0.030991063,0.027725926
cg16202564,0.112152516,0.096750331,0.083890128
cg16204289,0.821744864,0.84246396,0.773335439
cg16204757,0.03909211,0.076746276,0.121985005
cg16205058,0.149689618,0.147539808,0.13787844
cg16208136,0.069161152,0.067114645,0.058671859
cg16208271,0.037374504,0.039508074,0.039792571
cg16208448,0.083608974,0.089761011,0.074895023
cg16208491,0.126651689,0.118807598,0.114051249
cg16209630,0.020326129,0.02278032,0.015499058
cg16211684,0.040830427,0.037652309,0.035794154
cg16213655,0.05651293,0.058279348,0.047815103
cg16213976,0.052478343,0.048543905,0.044532017
cg16215361,0.896930359,0.907057133,0.888964596
cg16218254,0.064081664,0.072220418,0.072664224
cg16218377,0.015820684,0.018138561,0.013753959
cg16218387,0.03543128,0.039711918,0.033268082
cg16218424,0.122119824,0.15798771,0.125835185
cg16219122,0.350211225,0.359054764,0.316682765
cg16220183,0.058928687,0.052435607,0.045127105
cg16220802,0.036313147,0.038001299,0.03010785
cg16221059,0.024740456,0.043939205,0.039168235
cg16222568,0.798362757,0.802136216,0.781747716
cg16222698,0.04010766,0.065842919,0.058058925
cg16222762,0.033946901,0.033328625,0.036134196
cg16224854,0.029366401,0.031779626,0.025056883
cg16225091,0.858530538,0.864266945,0.861207047
cg16225429,0.061382706,0.068491483,0.073216332
cg16225441,0.20814913,0.201975864,0.1957694
cg16225753,0.020951064,0.022994335,0.02239743
cg16227684,0.16682185,0.180989436,0.219668922
cg16227775,0.112571635,0.160122073,0.169562966
cg16228804,0.030029436,0.052062277,0.029528043
cg16232126,0.073277687,0.074527109,0.065138493
cg16232979,0.056001388,0.060418567,0.046201806
cg16233911,0.025655043,0.034259352,0.034312129
cg16233998,0.075321634,0.069814886,0.06456301
cg16235034,0.053191117,0.050589247,0.037786157
cg16235860,0.023169145,0.024683453,0.016922689
cg16236759,0.027597406,0.050116996,0.032296551
cg16236875,0.065741955,0.060499506,0.056883716
cg16237595,0.021018287,0.027504058,0.022898063
cg16239406,0.018622983,0.025289879,0.015095659
cg16240480,0.093618716,0.127000169,0.106987389
cg16241648,0.031335338,0.037930159,0.030716808
cg16241714,0.012820728,0.016527902,0.010355018
cg16242770,0.916212061,0.91354385,0.92622913
cg16243644,0.072597524,0.128771368,0.222610428
cg16243646,0.091544542,0.099475179,0.091368969
cg16245261,0.137865521,0.142309491,0.130551512
cg16245339,0.024177482,0.025257507,0.021613182
cg16245844,0.0454933,0.040181668,0.04198347
cg16246410,0.040594454,0.050108575,0.038849643
cg16248277,0.277801219,0.278774757,0.260371191
cg16249454,0.025063813,0.030322006,0.068621641
cg16249711,0.879618659,0.858970929,0.884131441
cg16250355,0.057316893,0.053818787,0.048794758
cg16250754,0.233655873,0.271429822,0.225916672
cg16253168,0.026047637,0.035063763,0.02513976
cg16253412,0.073439155,0.076290659,0.068833579
cg16254309,0.04961482,0.048232201,0.042200638
cg16254764,0.047291679,0.048172809,0.050802376
cg16256230,0.060684803,0.136417915,0.203732066
cg16256504,0.047002273,0.049709942,0.04334656
cg16256610,0.029831072,0.019881636,0.014644773
cg16256643,0.135828868,0.152140586,0.137714524
cg16257040,0.019919567,0.0261572,0.017929065
cg16257086,0.03607379,0.036837569,0.027210212
cg16257091,0.059142459,0.064735732,0.055915775
cg16257685,0.021805029,0.040407041,0.023722955
cg16261965,0.088242139,0.092985195,0.088904737
cg16263182,0.078733017,0.054995516,0.052264358
cg16264526,0.644594607,0.646436482,0.606659278
cg16267059,0.038356479,0.045038126,0.032046888
cg16267266,0.840467127,0.878436079,0.861770035
cg16267491,0.035005035,0.041306163,0.036591983
cg16268051,0.027948922,0.026044686,0.026844624
cg16268429,0.109707447,0.112997049,0.090101157
cg16268563,0.769055281,0.802590732,0.762923944
cg16269097,0.040515544,0.091189539,0.215649243
cg16270091,0.057884405,0.055686501,0.048075618
cg16270890,0.07268767,0.056842998,0.054752608
cg16270990,0.770971409,0.797964748,0.777479769
cg16272420,0.794854855,0.78919357,0.780900745
cg16273524,0.02481582,0.033896431,0.029100401
cg16273597,0.165413103,0.169624644,0.135225163
cg16273788,0.049399638,0.05943464,0.050357898
cg16274148,0.030415232,0.030268388,0.02726049
cg16275172,0.023126599,0.02397248,0.016383303
cg16276070,0.032111219,0.027898867,0.027466097
